,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
19934,M,group D,some college,standard,4,private,5 - 10,75,90,91
19935,M,group D,bachelor's degree,standard,2,school_bus,< 5,83,99,100
19936,M,group E,some college,standard,1,school_bus,< 5,96,87,90
19937,M,group C,high school,standard,1,school_bus,5 - 10,77,65,73
19938,M,group C,some high school,free/reduced,1,school_bus,5 - 10,54,65,58
19939,M,group D,some college,free/reduced,2,school_bus,5 - 10,73,91,89
19940,M,group D,some high school,free/reduced,3,school_bus,> 10,43,42,41
19941,M,group B,associate's degree,standard,2,school_bus,> 10,82,71,74
19942,M,group C,some high school,free/reduced,3,school_bus,5 - 10,34,50,43
19943,M,group C,associate's degree,standard,1,private,5 - 10,76,64,61
19944,M,group A,high school,standard,1,school_bus,5 - 10,78,59,65
19945,M,group A,master's degree,standard,3,school_bus,< 5,58,60,55
19946,M,group E,associate's degree,free/reduced,1,school_bus,5 - 10,57,62,64
19947,M,group B,some college,standard,2,school_bus,5 - 10,58,50,46
19948,M,group C,some college,free/reduced,3,school_bus,< 5,31,48,43
19949,M,group C,associate's degree,standard,2,school_bus,5 - 10,53,57,62
19950,M,group E,bachelor's degree,standard,3,school_bus,> 10,100,100,100
19951,M,group D,associate's degree,standard,2,school_bus,< 5,77,86,83
19952,M,group B,associate's degree,standard,0,private,< 5,39,31,40
19953,M,group D,associate's degree,standard,4,private,< 5,77,70,75
19954,M,group B,master's degree,standard,3,school_bus,< 5,43,63,66
19955,M,group E,some college,free/reduced,2,school_bus,5 - 10,71,77,65
19956,M,group D,some high school,standard,3,private,< 5,70,80,83
19957,M,group B,some college,standard,1,private,> 10,35,35,30
19958,M,group B,some high school,standard,5,school_bus,5 - 10,64,56,52
19959,M,group D,some college,standard,0,school_bus,< 5,62,83,83
19960,M,group B,high school,free/reduced,3,school_bus,5 - 10,51,70,67
19961,M,group C,some high school,standard,4,private,5 - 10,83,91,87
19962,M,group C,master's degree,standard,3,school_bus,5 - 10,95,94,90
19963,M,group A,some high school,standard,2,private,5 - 10,41,49,50
19964,M,group B,high school,standard,4,private,5 - 10,67,70,70
19965,M,group B,some high school,standard,4,school_bus,5 - 10,83,78,82
19966,M,group C,master's degree,standard,0,school_bus,5 - 10,91,100,100
19967,M,group C,high school,standard,1,school_bus,< 5,73,69,67
19968,M,group C,bachelor's degree,standard,2,private,5 - 10,71,68,79
19969,M,group B,some high school,free/reduced,4,private,> 10,63,63,60
19970,M,group E,some college,standard,3,school_bus,5 - 10,58,66,66
19971,M,group D,high school,standard,3,private,5 - 10,87,71,78
19972,M,group C,some college,free/reduced,1,school_bus,5 - 10,30,46,44
19973,M,group C,high school,standard,1,school_bus,> 10,82,99,98
19974,M,group A,bachelor's degree,standard,2,school_bus,> 10,61,69,60
19975,M,group A,bachelor's degree,standard,2,school_bus,< 5,68,67,63
19976,M,group D,bachelor's degree,standard,4,private,5 - 10,58,64,63
19977,M,group C,some college,standard,4,private,5 - 10,82,90,88
19978,M,group B,associate's degree,standard,2,private,< 5,59,76,72
19979,M,group B,high school,standard,4,private,5 - 10,72,61,63
19980,M,group E,associate's degree,free/reduced,3,school_bus,5 - 10,66,61,58
19981,M,group D,master's degree,standard,1,school_bus,5 - 10,82,77,81
19982,M,group B,bachelor's degree,standard,2,school_bus,> 10,84,74,71
19983,M,group C,some high school,standard,1,school_bus,5 - 10,50,47,54
19984,M,group B,associate's degree,free/reduced,0,private,5 - 10,65,76,77
19985,M,group D,some high school,standard,1,private,> 10,84,87,95
19986,M,group B,high school,standard,3,private,5 - 10,62,65,62
19987,M,group C,high school,standard,6,private,> 10,71,78,76
19988,M,group B,master's degree,standard,2,private,5 - 10,82,96,100
19989,M,group A,associate's degree,free/reduced,2,private,< 5,54,63,64
19990,M,group C,associate's degree,standard,2,private,> 10,58,56,58
19991,M,group B,associate's degree,standard,3,private,5 - 10,31,35,30
19992,M,group A,associate's degree,free/reduced,2,private,> 10,53,59,58
19993,M,group A,some college,free/reduced,0,school_bus,< 5,30,49,46
19994,M,group B,some college,standard,3,school_bus,5 - 10,60,62,56
19995,M,group D,master's degree,standard,1,school_bus,5 - 10,72,61,66
19996,M,group E,high school,standard,1,school_bus,5 - 10,89,96,95
19997,M,group C,some high school,free/reduced,0,private,< 5,53,71,68
19998,M,group C,bachelor's degree,standard,0,private,< 5,57,68,74
19999,M,group D,some high school,standard,1,school_bus,5 - 10,63,72,74
20000,M,group E,high school,standard,5,school_bus,5 - 10,81,93,91
20001,M,group C,bachelor's degree,standard,3,private,5 - 10,98,86,88
20002,M,group D,high school,standard,1,school_bus,> 10,49,63,68
20003,M,group A,some college,free/reduced,3,school_bus,5 - 10,48,50,44
20004,M,group D,some high school,standard,1,school_bus,< 5,72,68,68
20005,M,group E,associate's degree,standard,6,private,5 - 10,100,91,86
20006,M,group B,master's degree,free/reduced,3,school_bus,> 10,32,35,32
20007,M,group C,bachelor's degree,free/reduced,3,private,< 5,67,81,78
20008,M,group C,some high school,standard,0,school_bus,> 10,70,65,72
20009,M,group C,associate's degree,standard,1,school_bus,5 - 10,88,96,98
20010,M,group D,associate's degree,free/reduced,0,school_bus,5 - 10,64,75,75
20011,M,group B,master's degree,free/reduced,3,school_bus,5 - 10,55,61,58
20012,M,group C,some high school,free/reduced,5,private,< 5,70,73,67
20013,M,group C,some high school,standard,3,private,5 - 10,66,63,59
20014,M,group C,high school,standard,1,private,5 - 10,65,79,70
20015,M,group C,bachelor's degree,standard,3,school_bus,5 - 10,70,64,70
20016,M,group E,some college,standard,1,school_bus,< 5,93,92,85
20017,M,group E,associate's degree,standard,1,school_bus,> 10,64,58,53
20018,M,group D,some college,free/reduced,2,school_bus,5 - 10,63,59,59
20019,M,group C,associate's degree,standard,2,school_bus,> 10,60,78,74
20020,M,group A,some high school,standard,2,private,< 5,61,67,62
20021,M,group B,master's degree,free/reduced,2,school_bus,> 10,82,93,94
20022,M,group B,high school,free/reduced,0,school_bus,< 5,64,86,80
20023,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,50,60,68
20024,M,group B,some high school,standard,2,school_bus,< 5,64,71,67
20025,M,group D,some college,free/reduced,1,private,5 - 10,50,60,61
20026,M,group B,high school,standard,1,private,5 - 10,76,74,62
20027,M,group D,some high school,free/reduced,4,school_bus,5 - 10,80,82,79
20028,M,group D,bachelor's degree,free/reduced,2,school_bus,< 5,59,70,67
20029,M,group A,associate's degree,free/reduced,3,school_bus,5 - 10,60,62,55
20030,M,group C,some high school,standard,2,school_bus,5 - 10,60,66,67
20031,M,group E,bachelor's degree,standard,7,school_bus,5 - 10,94,95,93
20032,M,group D,associate's degree,standard,4,private,> 10,83,91,99
20033,M,group D,some college,standard,3,private,< 5,74,89,90
20034,M,group E,high school,free/reduced,2,school_bus,> 10,75,89,87
20035,M,group C,some college,free/reduced,2,school_bus,< 5,52,59,61
20036,M,group A,bachelor's degree,free/reduced,3,private,< 5,73,85,90
20037,M,group C,associate's degree,free/reduced,0,private,> 10,76,80,82
20038,M,group D,some high school,standard,3,school_bus,5 - 10,49,62,52
20039,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,71,67,68
20040,M,group B,high school,free/reduced,2,private,5 - 10,38,51,50
20041,M,group B,master's degree,standard,0,private,> 10,77,80,80
20042,M,group D,some high school,free/reduced,5,school_bus,> 10,44,49,53
20043,M,group A,high school,free/reduced,0,school_bus,5 - 10,63,80,68
20044,M,group B,some high school,standard,1,school_bus,5 - 10,69,65,58
20045,M,group B,some college,standard,3,private,> 10,55,61,65
20046,M,group C,some college,standard,2,school_bus,5 - 10,66,78,77
20047,M,group B,associate's degree,standard,1,private,> 10,83,87,85
20048,M,group C,some high school,free/reduced,5,school_bus,5 - 10,66,84,74
20049,M,group E,some college,free/reduced,1,private,5 - 10,78,64,66
20050,M,group D,high school,standard,1,private,< 5,83,93,97
20051,M,group E,some college,standard,1,school_bus,5 - 10,67,48,54
20052,M,group A,some college,standard,5,school_bus,< 5,52,51,52
20053,M,group C,some high school,free/reduced,3,private,5 - 10,50,49,45
20054,M,group B,some college,standard,2,school_bus,< 5,57,61,56
20055,M,group D,high school,free/reduced,4,school_bus,> 10,32,47,41
20056,M,group C,associate's degree,free/reduced,3,private,5 - 10,62,63,61
20057,M,group B,some high school,standard,3,school_bus,< 5,62,67,72
20058,M,group D,high school,free/reduced,1,school_bus,5 - 10,68,60,60
20059,M,group B,some college,standard,2,private,5 - 10,72,75,72
20060,M,group E,bachelor's degree,free/reduced,3,school_bus,5 - 10,77,72,66
20061,M,group A,some college,standard,4,school_bus,5 - 10,43,35,37
20062,M,group B,bachelor's degree,free/reduced,2,school_bus,5 - 10,53,53,57
20063,M,group D,some college,free/reduced,3,school_bus,5 - 10,67,82,84
20064,M,group C,some high school,standard,3,school_bus,> 10,87,85,79
20065,M,group D,associate's degree,standard,2,school_bus,5 - 10,85,91,93
20066,M,group E,some high school,standard,0,private,5 - 10,91,82,87
20067,M,group E,some college,standard,3,school_bus,5 - 10,74,79,76
20068,M,group B,bachelor's degree,standard,4,school_bus,5 - 10,63,55,59
20069,M,group B,some high school,free/reduced,1,private,> 10,75,65,67
20070,M,group A,bachelor's degree,free/reduced,2,school_bus,> 10,71,76,79
20071,M,group C,some high school,standard,2,school_bus,5 - 10,63,69,59
20072,M,group B,some college,standard,1,private,> 10,82,91,85
20073,M,group C,some college,free/reduced,0,school_bus,5 - 10,50,68,69
20074,M,group D,high school,standard,3,school_bus,> 10,64,73,65
20075,M,group E,some college,free/reduced,2,school_bus,5 - 10,75,76,68
20076,M,group B,high school,standard,3,private,5 - 10,71,85,83
20077,M,group E,associate's degree,standard,4,school_bus,> 10,80,72,69
20078,M,group D,some high school,standard,4,school_bus,5 - 10,55,79,75
20079,M,group D,bachelor's degree,standard,3,private,< 5,72,67,67
20080,M,group E,high school,standard,4,school_bus,5 - 10,77,80,80
20081,M,group D,some high school,standard,1,school_bus,5 - 10,58,72,68
20082,M,group C,associate's degree,standard,3,private,< 5,72,89,83
20083,M,group C,high school,standard,5,school_bus,< 5,90,91,90
20084,M,group C,associate's degree,standard,3,private,< 5,81,82,80
20085,M,group E,high school,standard,1,private,5 - 10,64,79,75
20086,M,group C,associate's degree,free/reduced,1,private,> 10,70,68,63
20087,M,group C,associate's degree,free/reduced,2,school_bus,< 5,65,70,67
20088,M,group D,associate's degree,free/reduced,2,school_bus,> 10,67,73,73
20089,M,group A,some high school,free/reduced,4,private,> 10,36,51,47
20090,M,group D,some college,free/reduced,2,school_bus,5 - 10,87,78,79
20091,M,group B,some college,standard,1,school_bus,5 - 10,73,76,66
20092,M,group D,some college,free/reduced,2,school_bus,5 - 10,45,54,47
20093,M,group B,some high school,standard,4,school_bus,< 5,49,41,36
20094,M,group B,some college,standard,3,private,5 - 10,72,63,65
20095,M,group A,some high school,free/reduced,1,school_bus,< 5,24,29,30
20096,M,group C,associate's degree,free/reduced,2,private,> 10,60,69,64
20097,M,group C,master's degree,standard,2,school_bus,5 - 10,86,76,76
20098,M,group B,high school,standard,3,private,5 - 10,69,73,78
20099,M,group D,some high school,standard,5,school_bus,< 5,84,84,80
20100,M,group C,some high school,standard,3,school_bus,5 - 10,60,71,70
20101,M,group D,bachelor's degree,free/reduced,1,private,5 - 10,60,71,74
20102,M,group B,some college,free/reduced,4,school_bus,5 - 10,59,69,65
20103,M,group B,associate's degree,standard,4,private,5 - 10,59,64,62
20104,M,group C,associate's degree,standard,5,school_bus,< 5,66,78,75
20105,M,group D,some college,standard,4,private,5 - 10,42,54,63
20106,M,group C,some high school,free/reduced,1,school_bus,< 5,55,53,57
20107,M,group D,high school,standard,1,private,5 - 10,75,93,89
20108,M,group E,associate's degree,standard,1,school_bus,> 10,100,90,87
20109,M,group E,high school,standard,2,school_bus,5 - 10,57,59,59
20110,M,group C,associate's degree,standard,3,school_bus,< 5,29,25,26
20111,M,group C,some high school,standard,2,private,5 - 10,70,63,55
20112,M,group D,some college,free/reduced,1,school_bus,5 - 10,65,70,76
20113,M,group C,some college,free/reduced,4,school_bus,5 - 10,72,78,78
20114,M,group D,associate's degree,standard,0,private,> 10,67,64,75
20115,M,group C,some college,standard,1,school_bus,5 - 10,54,66,68
20116,M,group C,some high school,standard,1,school_bus,5 - 10,43,46,38
20117,M,group C,some college,standard,0,school_bus,5 - 10,97,84,89
20118,M,group D,bachelor's degree,free/reduced,2,private,5 - 10,67,67,72
20119,M,group D,high school,standard,1,school_bus,5 - 10,57,69,72
20120,M,group C,associate's degree,free/reduced,3,school_bus,< 5,66,75,81
20121,M,group B,bachelor's degree,standard,1,school_bus,5 - 10,79,85,89
20122,M,group C,some college,standard,4,school_bus,< 5,51,59,49
20123,M,group C,high school,standard,1,private,5 - 10,41,48,36
20124,M,group C,associate's degree,standard,3,school_bus,5 - 10,95,100,95
20125,M,group C,some college,standard,1,school_bus,5 - 10,67,57,48
20126,M,group E,some high school,standard,1,private,5 - 10,52,59,66
20127,M,group D,associate's degree,standard,3,private,< 5,94,90,88
20128,M,group B,bachelor's degree,standard,3,school_bus,> 10,53,52,57
20129,M,group B,high school,free/reduced,2,school_bus,5 - 10,52,46,43
20130,M,group C,some college,free/reduced,1,private,> 10,58,64,61
20131,M,group C,some college,standard,1,school_bus,5 - 10,63,72,70
20132,M,group C,associate's degree,free/reduced,3,school_bus,5 - 10,38,58,54
20133,M,group D,bachelor's degree,standard,1,private,< 5,88,93,92
20134,M,group B,high school,standard,2,private,5 - 10,29,44,42
20135,M,group B,some high school,standard,3,school_bus,< 5,81,61,64
20136,M,group C,master's degree,standard,1,school_bus,5 - 10,82,92,100
20137,M,group D,associate's degree,standard,2,school_bus,5 - 10,86,87,89
20138,M,group E,associate's degree,standard,1,school_bus,5 - 10,84,77,73
20139,M,group B,high school,free/reduced,0,private,> 10,68,55,50
20140,M,group B,some college,free/reduced,1,school_bus,> 10,43,36,37
20141,M,group D,high school,standard,2,private,5 - 10,78,78,77
20142,M,group C,high school,free/reduced,1,private,5 - 10,69,77,72
20143,M,group B,some college,free/reduced,0,school_bus,> 10,58,55,51
20144,M,group B,high school,standard,1,private,5 - 10,59,72,66
20145,M,group A,some high school,standard,2,private,< 5,54,58,59
20146,M,group D,master's degree,free/reduced,1,private,5 - 10,45,54,54
20147,M,group B,associate's degree,free/reduced,0,school_bus,5 - 10,77,93,90
20148,M,group E,bachelor's degree,free/reduced,3,school_bus,< 5,70,67,65
20149,M,group B,high school,standard,1,private,5 - 10,67,65,65
20150,M,group B,high school,free/reduced,3,private,5 - 10,63,57,55
20151,M,group D,some college,free/reduced,1,private,5 - 10,79,91,98
20152,M,group C,some college,standard,2,private,< 5,70,70,68
20153,M,group B,some college,free/reduced,3,school_bus,> 10,66,66,65
20154,M,group C,high school,standard,1,school_bus,5 - 10,77,77,83
20155,M,group C,associate's degree,standard,1,private,5 - 10,73,69,60
20156,M,group D,bachelor's degree,free/reduced,2,school_bus,> 10,77,78,79
20157,M,group B,associate's degree,free/reduced,3,private,> 10,55,61,61
20158,M,group C,some high school,standard,1,private,< 5,69,56,54
20159,M,group C,high school,standard,5,school_bus,> 10,70,62,62
20160,M,group E,high school,standard,3,school_bus,5 - 10,65,54,51
20161,M,group B,high school,standard,4,private,5 - 10,62,62,60
20162,M,group E,associate's degree,free/reduced,2,private,< 5,56,81,78
20163,M,group C,bachelor's degree,free/reduced,1,private,< 5,52,57,51
20164,M,group B,some high school,standard,1,private,5 - 10,78,86,84
20165,M,group B,master's degree,free/reduced,0,private,5 - 10,46,65,62
20166,M,group C,high school,standard,2,private,5 - 10,58,60,51
20167,M,group E,high school,standard,1,private,5 - 10,66,68,63
20168,M,group D,bachelor's degree,standard,4,private,< 5,91,88,92
20169,M,group C,high school,free/reduced,3,school_bus,5 - 10,56,67,57
20170,M,group B,associate's degree,free/reduced,1,school_bus,< 5,38,61,59
20171,M,group B,associate's degree,free/reduced,3,private,5 - 10,72,68,74
20172,M,group E,some high school,standard,1,private,> 10,65,76,70
20173,M,group C,high school,free/reduced,2,private,> 10,77,89,87
